id,category_eng,category_ru,pronoun,pronoun_clean,pronoun_details,ipa,translation,translation_clean,translation_details,number,person,example_eng,example_ru,is_suspicious
446,Reciprocal Pronouns,Взаимные местоимения,one another,one another,,/wʌn əˈnʌðər/,друг друга(для трех и более),друг друга,для трех и более,,,They care for one another deeply.,Они глубоко заботятся друг о друге.,0
447,Reciprocal Pronouns,Взаимные местоимения,one another,one another,,/wʌn əˈnʌðər/,друг друга(для трех и более),друг друга,для трех и более,,,The neighbors support one another.,Соседи поддерживают друг друга.,0
448,Reciprocal Pronouns,Взаимные местоимения,one another,one another,,/wʌn əˈnʌðər/,друг друга(для трех и более),друг друга,для трех и более,,,They smiled at one another warmly.,Они тепло улыбнулись друг другу.,0
449,Reciprocal Pronouns,Взаимные местоимения,one another,one another,,/wʌn əˈnʌðər/,друг друга(для трех и более),друг друга,для трех и более,,,One another’s ideas were discussed in the meeting.,На собрании обсуждали идеи друг друга.,0
450,Determiners/Quantifiers,Определительные местоимения,all(determiners),all,determiners,/ɔːl/,"всё(determiners), все(determiners)",всё,"determiners), все(determiners",,,All children like to play.,Все дети любят играть.,0
451,Determiners/Quantifiers,Определительные местоимения,all(determiners),all,determiners,/ɔːl/,"всё(determiners), все(determiners)",всё,"determiners), все(determiners",,,All the books are on the table.,Все книги на столе.,0
452,Determiners/Quantifiers,Определительные местоимения,all(determiners),all,determiners,/ɔːl/,"всё(determiners), все(determiners)",всё,"determiners), все(determiners",,,She gave all her money to charity.,Она отдала все свои деньги на благотворительность.,0
453,Determiners/Quantifiers,Определительные местоимения,all(determiners),all,determiners,/ɔːl/,"всё(determiners), все(determiners)",всё,"determiners), все(determiners",,,All we can do is wait.,"Всё, что мы можем сделать, — это ждать.",0
454,Determiners/Quantifiers,Определительные местоимения,all(determiners),all,determiners,/ɔːl/,"всё(determiners), все(determiners)",всё,"determiners), все(determiners",,,All the seats are taken.,Все места заняты.,0
455,Determiners/Quantifiers,Определительные местоимения,both,both,,/boʊθ/,оба,оба,,,,Both options are good.,Оба варианта хороши.,0
456,Determiners/Quantifiers,Определительные местоимения,both,both,,/boʊθ/,оба,оба,,,,We visited both cities during our trip.,Мы посетили оба города во время поездки.,0
457,Determiners/Quantifiers,Определительные местоимения,both,both,,/boʊθ/,оба,оба,,,,Both of them are my friends.,Оба из них мои друзья.,0
458,Determiners/Quantifiers,Определительные местоимения,both,both,,/boʊθ/,оба,оба,,,,She likes both tea and coffee.,"Ей нравятся и чай, и кофе.",0
459,Determiners/Quantifiers,Определительные местоимения,both,both,,/boʊθ/,оба,оба,,,,Both answers are correct.,Оба ответа верны.,0
460,Determiners/Quantifiers,Определительные местоимения,either,either,,/ˈiːðər/ or /ˈaɪðər/,любой из двух,любой из двух,,,,Either day works for me.,Любой из двух дней мне подходит.,0
461,Determiners/Quantifiers,Определительные местоимения,either,either,,/ˈiːðər/ or /ˈaɪðər/,любой из двух,любой из двух,,,,You can take either book.,Ты можешь взять любую из двух книг.,0
462,Determiners/Quantifiers,Определительные местоимения,either,either,,/ˈiːðər/ or /ˈaɪðər/,любой из двух,любой из двух,,,,Either option is fine.,Любой вариант подойдёт.,0
463,Determiners/Quantifiers,Определительные местоимения,either,either,,/ˈiːðər/ or /ˈaɪðər/,любой из двух,любой из двух,,,,You can choose either path.,Ты можешь выбрать любой из двух путей.,0
464,Determiners/Quantifiers,Определительные местоимения,either,either,,/ˈiːðər/ or /ˈaɪðər/,любой из двух,любой из двух,,,,I don’t think either of us knows the answer.,"Думаю, ни один из нас не знает ответа.",0
465,Determiners/Quantifiers,Определительные местоимения,neither,neither,,/ˈnaɪðər/ or /ˈniːðər/,ни один из двух,ни один из двух,,,,Neither answer is correct.,Ни один из ответов не верен.,0
466,Determiners/Quantifiers,Определительные местоимения,neither,neither,,/ˈnaɪðər/ or /ˈniːðər/,ни один из двух,ни один из двух,,,,Neither of them was available.,Никто из них не был доступен.,0
467,Determiners/Quantifiers,Определительные местоимения,neither,neither,,/ˈnaɪðər/ or /ˈniːðər/,ни один из двух,ни один из двух,,,,She liked neither dress.,Ей не понравилось ни одно платье.,0
468,Determiners/Quantifiers,Определительные местоимения,neither,neither,,/ˈnaɪðər/ or /ˈniːðər/,ни один из двух,ни один из двух,,,,Neither of the roads leads to the city.,Ни одна из дорог не ведёт к городу.,0
469,Determiners/Quantifiers,Определительные местоимения,neither,neither,,/ˈnaɪðər/ or /ˈniːðər/,ни один из двух,ни один из двух,,,,Neither team won the match.,Ни одна команда не выиграла матч.,0
470,Determiners/Quantifiers,Определительные местоимения,each,each,,/iːtʃ/,каждый(по отдельности),каждый,по отдельности,,,Each student has a book.,У каждого студента есть книга.,0
471,Determiners/Quantifiers,Определительные местоимения,each,each,,/iːtʃ/,каждый(по отдельности),каждый,по отдельности,,,Each of us has a role to play.,У каждого из нас есть своя роль.,0
472,Determiners/Quantifiers,Определительные местоимения,each,each,,/iːtʃ/,каждый(по отдельности),каждый,по отдельности,,,Each house in the village is unique.,Каждый дом в деревне уникален.,0
473,Determiners/Quantifiers,Определительные местоимения,each,each,,/iːtʃ/,каждый(по отдельности),каждый,по отдельности,,,Each member contributed to the project.,Каждый участник внёс свой вклад в проект.,0
474,Determiners/Quantifiers,Определительные местоимения,each,each,,/iːtʃ/,каждый(по отдельности),каждый,по отдельности,,,She gave a gift to each child.,Она подарила подарок каждому ребёнку.,0
475,Determiners/Quantifiers,Определительные местоимения,every,every,,/ˈɛvri/,каждый(из всех),каждый,из всех,,,Every person has a chance.,У каждого человека есть шанс.,0
476,Determiners/Quantifiers,Определительные местоимения,every,every,,/ˈɛvri/,каждый(из всех),каждый,из всех,,,Every child deserves an education.,Каждый ребёнок заслуживает образования.,0
477,Determiners/Quantifiers,Определительные местоимения,every,every,,/ˈɛvri/,каждый(из всех),каждый,из всех,,,Every day brings new opportunities.,Каждый день приносит новые возможности.,0
478,Determiners/Quantifiers,Определительные местоимения,every,every,,/ˈɛvri/,каждый(из всех),каждый,из всех,,,Every house on the street is decorated.,Каждый дом на улице украшен.,0
479,Determiners/Quantifiers,Определительные местоимения,every,every,,/ˈɛvri/,каждый(из всех),каждый,из всех,,,I visit my grandmother every weekend.,Я навещаю бабушку каждые выходные.,0
480,Determiners/Quantifiers,Определительные местоимения,many,many,,/ˈmɛni/,много(countable),много,countable,,,Many people agree.,Многие согласны.,0
481,Determiners/Quantifiers,Определительные местоимения,many,many,,/ˈmɛni/,много(countable),много,countable,,,There are many ways to solve this problem.,Существует много способов решить эту проблему.,0
482,Determiners/Quantifiers,Определительные местоимения,many,many,,/ˈmɛni/,много(countable),много,countable,,,She has many friends.,У неё много друзей.,0
483,Determiners/Quantifiers,Определительные местоимения,many,many,,/ˈmɛni/,много(countable),много,countable,,,Many of the participants arrived late.,Многие участники опоздали.,0
484,Determiners/Quantifiers,Определительные местоимения,many,many,,/ˈmɛni/,много(countable),много,countable,,,He made many mistakes in the test.,Он сделал много ошибок в тесте.,0
485,Determiners/Quantifiers,Определительные местоимения,much,much,,/mʌtʃ/,много(uncountable),много,uncountable,,,There isn’t much time.,Времени немного.,0
486,Determiners/Quantifiers,Определительные местоимения,much,much,,/mʌtʃ/,много(uncountable),много,uncountable,,,How much water do you need?,Сколько воды тебе нужно?,0
487,Determiners/Quantifiers,Определительные местоимения,much,much,,/mʌtʃ/,много(uncountable),много,uncountable,,,She doesn’t have much experience.,У неё не так много опыта.,0
488,Determiners/Quantifiers,Определительные местоимения,much,much,,/mʌtʃ/,много(uncountable),много,uncountable,,,He ate too much cake.,Он съел слишком много торта.,0
489,Determiners/Quantifiers,Определительные местоимения,much,much,,/mʌtʃ/,много(uncountable),много,uncountable,,,Is there much work left to do?,Осталось ли много работы?,0
490,Determiners/Quantifiers,Определительные местоимения,several,several,,/ˈsɛvrəl/,несколько(determiners),несколько,determiners,,,Several cars are parked outside.,Несколько машин припаркованы снаружи.,0
491,Determiners/Quantifiers,Определительные местоимения,several,several,,/ˈsɛvrəl/,несколько(determiners),несколько,determiners,,,She invited several friends to the party.,Она пригласила несколько друзей на вечеринку.,0
492,Determiners/Quantifiers,Определительные местоимения,several,several,,/ˈsɛvrəl/,несколько(determiners),несколько,determiners,,,There are several options to choose from.,Есть несколько вариантов на выбор.,0
493,Determiners/Quantifiers,Определительные местоимения,several,several,,/ˈsɛvrəl/,несколько(determiners),несколько,determiners,,,He spent several days in the hospital.,Он провёл несколько дней в больнице.,0
494,Determiners/Quantifiers,Определительные местоимения,several,several,,/ˈsɛvrəl/,несколько(determiners),несколько,determiners,,,I’ve been to Paris several times.,Я был в Париже несколько раз.,0
495,Determiners/Quantifiers,Определительные местоимения,few,few,,/fjuː/,немного(determiners),немного,determiners,,,Few people attended the meeting.,Мало людей пришли на встречу.,0
496,Determiners/Quantifiers,Определительные местоимения,few,few,,/fjuː/,немного(determiners),немного,determiners,,,She has only a few close friends.,У неё есть только несколько близких друзей.,0
497,Determiners/Quantifiers,Определительные местоимения,few,few,,/fjuː/,немного(determiners),немного,determiners,,,There are a few things we need to discuss.,"Есть несколько вещей, которые нам нужно обсудить.",0
498,Determiners/Quantifiers,Определительные местоимения,few,few,,/fjuː/,немного(determiners),немного,determiners,,,He made a few good points in his speech.,Он сделал несколько хороших замечаний в своей речи.,0
499,Determiners/Quantifiers,Определительные местоимения,few,few,,/fjuː/,немного(determiners),немного,determiners,,,Few students understood the lesson.,Мало студентов поняли урок.,0
